Scheme Code;ISIN Div Payout/ ISIN Growth;ISIN Div Reinvestment;Scheme Name;Net Asset Value;Repurchase Price;Sale Price;Date;Scheme Classification;Scheme Type;Scheme Category;Fund Family;Fund ID;Scheme Short Name
125076;INF209KB1093;-;Birla Sun Life Fixed Term Plan - Series IP (1100 days) - Regular Plan-Growth;12.9155;12.9155;12.9155;26-Oct-2016;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
125074;INF209KB1101;-;Birla Sun Life Fixed Term Plan - Series IP (1100 days) - Regular Plan-Normal Dividend;10.0001;10.0001;10.0001;28-Jun-2016;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
125072;INF209KB1085;-;Birla Sun Life Fixed Term Plan - Series IP (1100 days) -Direct Plan-Quarterly Dividend;10.0001;10.0001;10.0001;28-Jun-2016;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
125170;INF209KA1W35;-;Birla Sun Life Fixed Term Plan - Series IU (1099 days) - Direct Plan-Growth;12.7662;12.7662;12.7662;07-Nov-2016;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
125168;INF209KA1W43;-;Birla Sun Life Fixed Term Plan - Series IU (1099 days) - Direct Plan-Normal Dividend;10.0000;10.0000;10.0000;15-Apr-2015;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
125173;INF209KA1W68;-;Birla Sun Life Fixed Term Plan - Series IU (1099 days) - Regular Plan-Growth;12.6604;12.6604;12.6604;07-Nov-2016;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
125171;INF209KA1W76;-;Birla Sun Life Fixed Term Plan - Series IU (1099 days) - Regular Plan-Normal Dividend;10.0000;10.0000;10.0000;07-Nov-2016;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
125172;INF209KA1W27;-;Birla Sun Life Fixed Term Plan - Series IU (1099 days) - Regular Plan-Quarterly Dividend;10.0000;10.0000;10.0000;07-Nov-2016;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
125447;INF209KB1903;-;Birla Sun Life Fixed Term Plan - Series IX (1105 days) - Direct Plan-Growth;13.0653;13.0653;13.0653;07-Dec-2016;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
125448;INF209KB1911;-;Birla Sun Life Fixed Term Plan - Series IX (1105 days) - Direct Plan-Normal Dividend;10.0000;10.0000;10.0000;24-Nov-2016;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
125451;INF209KB1937;-;Birla Sun Life Fixed Term Plan - Series IX (1105 days) - Regular Plan-Growth;12.8971;12.8971;12.8971;07-Dec-2016;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
125450;INF209KB1945;-;Birla Sun Life Fixed Term Plan - Series IX (1105 days) - Regular Plan-Normal Dividend;10.0000;10.0000;10.0000;07-Dec-2016;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
125449;INF209KB1895;-;Birla Sun Life Fixed Term Plan - Series IX (1105 days) - Regular Plan-Quarterly Dividend;10.0000;10.0000;10.0000;24-Nov-2016;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
125442;INF209KA1V77;-;Birla Sun Life Fixed Term Plan - Series IY (1598 days) - Direct Plan-Growth;13.6693;13.6693;13.6693;09-Aug-2017;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
125441;INF209KA1V93;-;Birla Sun Life Fixed Term Plan - Series IY (1598 days) - Direct Plan-Quarterly Dividend;10.0000;10.0000;10.0000;09-Apr-2015;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
125445;INF209KA1W01;-;Birla Sun Life Fixed Term Plan - Series IY (1598 days) - Regular Plan-Growth;13.5358;13.5358;13.5358;09-Aug-2017;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
125443;INF209KA1W19;-;Birla Sun Life Fixed Term Plan - Series IY (1598 days) - Regular Plan-Normal Dividend;12.0676;12.0676;12.0676;09-Aug-2017;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
125444;INF209KA1V69;-;Birla Sun Life Fixed Term Plan - Series IY (1598 days) - Regular Plan-Quarterly Dividend;10.9230;10.9230;10.9230;09-Aug-2017;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
125581;INF209KB1AA0;-;Birla Sun Life Fixed Term Plan - Series JA (1464 days) - Direct Plan-Growth;15.2581;15.2581;15.2581;09-Aug-2017;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
125580;INF209KB1AB8;-;Birla Sun Life Fixed Term Plan - Series JA (1464 days) - Direct Plan-Normal Dividend;10.0000;10.0000;10.0000;27-Nov-2014;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
125584;INF209KB1AD4;-;Birla Sun Life Fixed Term Plan - Series JA (1464 days) - Regular Plan-Growth;12.8115;12.8115;12.8115;28-Nov-2016;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
126067;INF209KA1VU5;-;Birla Sun Life Fixed Term Plan - Series JI (1099 days) - Direct Plan-Growth;12.8514;12.8514;12.8514;22-Dec-2016;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
126063;INF209KA1VW1;-;Birla Sun Life Fixed Term Plan - Series JI (1099 days) - Direct Plan-Quarterly Dividend;10.0000;10.0000;10.0000;22-Dec-2014;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
126068;INF209KA1VX9;-;Birla Sun Life Fixed Term Plan - Series JI (1099 days) - Regular Plan-Growth;12.8170;12.8170;12.8170;22-Dec-2016;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
126065;INF209KA1VY7;-;Birla Sun Life Fixed Term Plan - Series JI (1099 days) - Regular Plan-Normal Dividend;10.0000;10.0000;10.0000;22-Dec-2014;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
126066;INF209KA1VT7;-;Birla Sun Life Fixed Term Plan - Series JI (1099 days) - Regular Plan-Quarterly Dividend;10.0000;10.0000;10.0000;22-Dec-2014;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
126015;INF209K011Y3;-;Birla Sun Life Fixed Term Plan - Series JJ (1092 days) - Direct Plan-Growth;12.9931;12.9931;12.9931;29-Dec-2016;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
126013;INF209K012Y1;-;Birla Sun Life Fixed Term Plan - Series JJ (1092 days) - Direct Plan-Normal Dividend;10.0000;10.0000;10.0000;19-Dec-2016;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
126017;INF209K018X0;-;Birla Sun Life Fixed Term Plan - Series JJ (1092 days) - Regular Plan-Growth;12.8179;12.8179;12.8179;29-Dec-2016;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
126016;INF209K019X8;-;Birla Sun Life Fixed Term Plan - Series JJ (1092 days) - Regular Plan-Normal Dividend;10.0000;10.0000;10.0000;19-Dec-2016;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
126018;INF209K010Y5;-;Birla Sun Life Fixed Term Plan - Series JJ (1092 days) - Regular Plan-Quarterly Dividend;10.0000;10.0000;10.0000;29-Dec-2016;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
126108;INF209KA19B7;-;Birla Sun Life Fixed Term Plan - Series JK (1099 days) - Direct Plan-Growth;12.8004;12.8004;12.8004;28-Dec-2016;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
126107;INF209KA11C2;-;Birla Sun Life Fixed Term Plan - Series JK (1099 days) - Direct Plan-Quarterly Dividend;10.0000;10.0000;10.0000;28-Dec-2016;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
126112;INF209KA12C0;-;Birla Sun Life Fixed Term Plan - Series JK (1099 days) - Regular Plan-Growth;12.7189;12.7189;12.7189;28-Dec-2016;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
126110;INF209KA13C8;-;Birla Sun Life Fixed Term Plan - Series JK (1099 days) - Regular Plan-Normal Dividend;10.0000;10.0000;10.0000;28-Dec-2016;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
126111;INF209KA18B9;-;Birla Sun Life Fixed Term Plan - Series JK (1099 days) - Regular Plan-Quarterly Dividend;10.0000;10.0000;10.0000;28-Dec-2016;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
126228;INF209KA15C3;-;Birla Sun Life Fixed Term Plan - Series JP (1175 days) - Direct Plan-Growth;13.0751;13.0751;13.0751;05-Apr-2017;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
126225;INF209KA18C7;-;Birla Sun Life Fixed Term Plan - Series JP (1175 days) - Regular Plan-Growth;12.9956;12.9956;12.9956;05-Apr-2017;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
126229;INF209KA19C5;-;Birla Sun Life Fixed Term Plan - Series JP (1175 days) - Regular Plan-Normal Dividend;10.0000;10.0000;10.0000;05-Apr-2017;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
126230;INF209KA14C6;-;Birla Sun Life Fixed Term Plan - Series JP (1175 days) - Regular Plan-Quarterly Dividend;10.0000;10.0000;10.0000;12-May-2015;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
126365;INF209KA1XE5;-;Birla Sun Life Fixed Term Plan-Series JQ (1099 days)-Direct Plan-Growth;12.8413;12.8413;12.8413;12-Jan-2017;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
126366;INF209KA1XG0;-;Birla Sun Life Fixed Term Plan-Series JQ (1099 days)-Direct Plan-Quarterly Dividend;10.0000;10.0000;10.0000;12-Jan-2015;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
126367;INF209KA1XH8;-;Birla Sun Life Fixed Term Plan-Series JQ (1099 days)-Regular Plan-Growth;12.7971;12.7971;12.7971;12-Jan-2017;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
126368;INF209KA1XI6;-;Birla Sun Life Fixed Term Plan-Series JQ (1099 days)-Regular Plan-Normal Dividend;10.0000;10.0000;10.0000;12-Jan-2017;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
126369;INF209KA1XD7;-;Birla Sun Life Fixed Term Plan-Series JQ (1099 days)-Regular Plan-Quarterly Dividend;10.0000;10.0000;10.0000;12-Jan-2017;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
126453;INF209KA11D0;-;Birla Sun Life Fixed Term Plan - Series JR (1162 days) - Direct Plan-Growth;12.9788;12.9788;12.9788;05-Apr-2017;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
126448;INF209KA12D8;-;Birla Sun Life Fixed Term Plan - Series JR (1162 days) - Direct Plan-Normal Dividend;10.0000;10.0000;10.0000;25-May-2015;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
126452;INF209KA13D6;-;Birla Sun Life Fixed Term Plan - Series JR (1162 days) - Direct Plan-Quarterly Dividend;10.0000;10.0000;10.0000;27-Mar-2017;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
126450;INF209KA14D4;-;Birla Sun Life Fixed Term Plan - Series JR (1162 days) - Regular Plan-Growth;12.9036;12.9036;12.9036;05-Apr-2017;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
126449;INF209KA15D1;-;Birla Sun Life Fixed Term Plan - Series JR (1162 days) - Regular Plan-Normal Dividend;10.0000;10.0000;10.0000;27-Mar-2017;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
126451;INF209KA10D2;-;Birla Sun Life Fixed Term Plan - Series JR (1162 days) - Regular Plan-Quarterly Dividend;10.0000;10.0000;10.0000;25-May-2015;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
126908;INF209KA1R32;-;Birla Sun Life Fixed Term Plan - Series JX (1530 days) - Direct Plan-Growth;13.4919;13.4919;13.4919;09-Aug-2017;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
126911;INF209KA1R65;-;Birla Sun Life Fixed Term Plan - Series JX (1530 days) - Regular Plan-Growth;13.4045;13.4045;13.4045;09-Aug-2017;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
126909;INF209KA1R73;-;Birla Sun Life Fixed Term Plan - Series JX (1530 days) - Regular Plan-Normal Dividend;10.0000;10.0000;10.0000;06-Apr-2015;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
126986;INF209KB1AW4;-;Birla Sun Life Fixed Term Plan - Series JY (1162 days) - Direct Plan-Growth;12.9980;12.9980;12.9980;10-Apr-2017;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
126984;INF209KB1AX2;-;Birla Sun Life Fixed Term Plan - Series JY (1162 days) - Direct Plan-Normal Dividend;10.0000;10.0000;10.0000;10-Apr-2017;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
126985;INF209KB1AY0;-;Birla Sun Life Fixed Term Plan - Series JY (1162 days) - Direct Plan-Quarterly Dividend;10.0000;10.0000;10.0000;06-Feb-2017;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
126983;INF209KB1AZ7;-;Birla Sun Life Fixed Term Plan - Series JY (1162 days) - Regular Plan-Growth;12.9521;12.9521;12.9521;10-Apr-2017;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
126987;INF209KB1BA8;-;Birla Sun Life Fixed Term Plan - Series JY (1162 days) - Regular Plan-Normal Dividend;10.0000;10.0000;10.0000;10-Apr-2017;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
126988;INF209KB1AV6;-;Birla Sun Life Fixed Term Plan - Series JY (1162 days) - Regular Plan-Quarterly Dividend;10.0000;10.0000;10.0000;05-Feb-2015;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
127062;INF209KA1R99;-;Birla Sun Life Fixed Term Plan - Series KA (1154 days) - Direct Plan-Growth;13.0097;13.0097;13.0097;10-Apr-2017;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
127060;INF209KA1S15;-;Birla Sun Life Fixed Term Plan - Series KA (1154 days) - Direct Plan-Quarterly Dividend;10.0000;10.0000;10.0000;06-Apr-2015;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
127064;INF209KA1S23;-;Birla Sun Life Fixed Term Plan - Series KA (1154 days) - Regular Plan-Growth;12.9243;12.9243;12.9243;10-Apr-2017;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
127063;INF209KA1S31;-;Birla Sun Life Fixed Term Plan - Series KA (1154 days) - Regular Plan-Normal Dividend;10.0000;10.0000;10.0000;10-Apr-2017;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
127349;INF209KB1AQ6;-;Birla Sun Life Fixed Term Plan - Series KC (1159 days) - Direct Plan-Growth;13.0094;13.0094;13.0094;17-Apr-2017;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
127348;INF209KB1AS2;-;Birla Sun Life Fixed Term Plan - Series KC (1159 days) - Direct Plan-Quarterly Dividend;10.0000;10.0000;10.0000;16-Feb-2015;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
127347;INF209KB1AT0;-;Birla Sun Life Fixed Term Plan - Series KC (1159 days) - Regular Plan-Growth;12.9964;12.9964;12.9964;17-Apr-2017;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
127350;INF209KB1AU8;-;Birla Sun Life Fixed Term Plan - Series KC (1159 days) - Regular Plan-Normal Dividend;10.0000;10.0000;10.0000;16-Feb-2015;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
127346;INF209KB1AP8;-;Birla Sun Life Fixed Term Plan - Series KC (1159 days) - Regular Plan-Quarterly Dividend;10.0000;10.0000;10.0000;16-Feb-2015;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
127486;INF209KB1BI1;-;Birla Sun Life Fixed Term Plan - Series KD (1143 days) - Direct Plan-Growth;12.9689;12.9689;12.9689;05-Apr-2017;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
127484;INF209KB1BJ9;-;Birla Sun Life Fixed Term Plan - Series KD (1143 days) - Direct Plan-Normal Dividend;10.0000;10.0000;10.0000;20-Feb-2015;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
127489;INF209KB1BL5;-;Birla Sun Life Fixed Term Plan - Series KD (1143 days) - Regular Plan-Growth;12.9455;12.9455;12.9455;05-Apr-2017;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
127487;INF209KB1BM3;-;Birla Sun Life Fixed Term Plan - Series KD (1143 days) - Regular Plan-Normal Dividend;10.0000;10.0000;10.0000;20-Feb-2015;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
127488;INF209KB1BH3;-;Birla Sun Life Fixed Term Plan - Series KD (1143 days) - Regular Plan-Quarterly Dividend;10.0000;10.0000;10.0000;20-Feb-2015;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
127395;INF209KA1Q17;-;Birla Sun Life Fixed Term Plan - Series KE (1511 days) - Direct Plan-Growth;13.4454;13.4454;13.4454;09-Aug-2017;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
127393;INF209KA1Q25;-;Birla Sun Life Fixed Term Plan - Series KE (1511 days) - Direct Plan-Normal Dividend;10.0000;10.0000;10.0000;07-Apr-2015;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
127394;INF209KA1Q33;-;Birla Sun Life Fixed Term Plan - Series KE (1511 days) - Direct Plan-Quarterly Dividend;10.0000;10.0000;10.0000;07-Apr-2015;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
127398;INF209KA1Q41;-;Birla Sun Life Fixed Term Plan - Series KE (1511 days) - Regular Plan-Growth;13.3581;13.3581;13.3581;09-Aug-2017;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
127396;INF209KA1Q58;-;Birla Sun Life Fixed Term Plan - Series KE (1511 days) - Regular Plan-Normal Dividend;10.0000;10.0000;10.0000;07-Apr-2015;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
127397;INF209KA1Q09;-;Birla Sun Life Fixed Term Plan - Series KE (1511 days) - Regular Plan-Quarterly Dividend;10.0000;10.0000;10.0000;07-Apr-2015;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
127589;INF209KB1BO9;-;Birla Sun Life Fixed Term Plan - Series KF (1140 days) - Direct Plan-Growth;12.9557;12.9557;12.9557;05-Apr-2017;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
127592;INF209KB1BR2;-;Birla Sun Life Fixed Term Plan - Series KF (1140 days) - Regular Plan-Growth;12.9384;12.9384;12.9384;05-Apr-2017;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
127590;INF209KB1BS0;-;Birla Sun Life Fixed Term Plan - Series KF (1140 days) - Regular Plan-Normal Dividend;10.0000;10.0000;10.0000;23-Feb-2015;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
127591;INF209KB1BN1;-;Birla Sun Life Fixed Term Plan - Series KF (1140 days) - Regular Plan-Quarterly Dividend;10.0000;10.0000;10.0000;23-Feb-2015;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
127596;INF209KB1BU6;-;Birla Sun Life Fixed Term Plan - Series KG (1136 days) - Direct Plan-Growth;12.9279;12.9279;12.9279;05-Apr-2017;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
127593;INF209KB1BV4;-;Birla Sun Life Fixed Term Plan - Series KG (1136 days) - Direct Plan-Normal Dividend;10.0000;10.0000;10.0000;26-Feb-2015;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
127594;INF209KB1BX0;-;Birla Sun Life Fixed Term Plan - Series KG (1136 days) - Regular Plan-Growth;12.9045;12.9045;12.9045;05-Apr-2017;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
127597;INF209KB1BY8;-;Birla Sun Life Fixed Term Plan - Series KG (1136 days) - Regular Plan-Normal Dividend;10.0000;10.0000;10.0000;05-Apr-2017;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
127598;INF209KB1BT8;-;Birla Sun Life Fixed Term Plan - Series KG (1136 days) - Regular Plan-Quarterly Dividend;10.0000;10.0000;10.0000;26-Feb-2015;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
127603;INF209KA1S49;-;Birla Sun Life Fixed Term Plan - Series KH (1505 days) - Direct Plan-Growth;13.4296;13.4296;13.4296;09-Aug-2017;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
127599;INF209KA1S56;-;Birla Sun Life Fixed Term Plan - Series KH (1505 days) - Direct Plan-Normal Dividend;10.0000;10.0000;10.0000;07-Apr-2015;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
127604;INF209KA1T06;-;Birla Sun Life Fixed Term Plan - Series KH (1505 days) - Regular Plan-Growth;13.3172;13.3172;13.3172;09-Aug-2017;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
127600;INF209KA1T14;-;Birla Sun Life Fixed Term Plan - Series KH (1505 days) - Regular Plan-Normal Dividend;10.0000;10.0000;10.0000;07-Apr-2015;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
127601;INF209KA1S80;-;Birla Sun Life Fixed Term Plan - Series KH (1505 days) - Regular Plan-Quarterly Dividend;10.9048;10.9048;10.9048;09-Aug-2017;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
127827;INF209KB1CA6;-;Birla Sun Life Fixed Term Plan - Series KI (1133 days) - Direct Plan-Growth;12.9072;12.9072;12.9072;05-Apr-2017;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
127825;INF209KB1CB4;-;Birla Sun Life Fixed Term Plan - Series KI (1133 days) - Direct Plan-Normal Dividend;10.0000;10.0000;10.0000;02-Mar-2015;Close Ended Schemes(Income);Close Ended Schemes;Income;Birla Sun Life Mutual Fund;3;Birla Sun Life Fixed Term Plan
